homeownership,verified_income,income_band,emp_length_bucket,state,borrower_segment_id
MORTGAGE,Not Verified,Low,1-2,ID,2695
MORTGAGE,Not Verified,Upper-Mid,3-5,SD,2696
OWN,Verified,Lower-Mid,6-10,GA,2697
RENT,Source Verified,Upper-Mid,1-2,OR,2698
RENT,Source Verified,Low,6-10,RI,2699
OWN,Source Verified,Low,,UT,2700
MORTGAGE,Source Verified,Lower-Mid,0 or less,KY,2701
MORTGAGE,Source Verified,High,0 or less,GA,2702
MORTGAGE,Verified,Upper-Mid,6-10,LA,2703
OWN,Not Verified,Lower-Mid,,PA,2704
OWN,Verified,Low,6-10,NY,2705
MORTGAGE,Verified,Lower-Mid,6-10,CT,2706
OWN,Not Verified,Upper-Mid,0 or less,OH,2707
OWN,Source Verified,Low,0 or less,IL,2708
MORTGAGE,Source Verified,High,1-2,LA,2709
OWN,Not Verified,High,0 or less,TX,2710
MORTGAGE,Source Verified,Lower-Mid,6-10,AK,2711
OWN,Source Verified,High,6-10,OH,2712
RENT,Source Verified,High,3-5,MO,2713
RENT,Source Verified,Low,6-10,NM,2714
RENT,Verified,Lower-Mid,6-10,LA,2715
OWN,Verified,High,6-10,CT,2716
MORTGAGE,Not Verified,Lower-Mid,1-2,DE,2717
MORTGAGE,Verified,High,3-5,GA,2718
MORTGAGE,Verified,High,1-2,FL,2719
MORTGAGE,Verified,Low,1-2,IL,2720
MORTGAGE,Source Verified,Lower-Mid,3-5,MI,2721
OWN,Verified,Upper-Mid,3-5,IL,2722
MORTGAGE,Not Verified,Lower-Mid,,SC,2723
MORTGAGE,Source Verified,Low,6-10,AZ,2724
RENT,Verified,High,3-5,NY,2725
MORTGAGE,Not Verified,Upper-Mid,3-5,VA,2726
MORTGAGE,Not Verified,Lower-Mid,6-10,NM,2727
MORTGAGE,Verified,Upper-Mid,0 or less,PA,2728
RENT,Not Verified,Low,,IL,2729
MORTGAGE,Source Verified,Lower-Mid,1-2,OK,2730
OWN,Not Verified,Lower-Mid,,MT,2731
MORTGAGE,Not Verified,Lower-Mid,1-2,IL,2732
RENT,Not Verified,Low,,WI,2733
OWN,Not Verified,Low,6-10,NC,2734
MORTGAGE,Not Verified,,,KS,2735
RENT,Not Verified,Upper-Mid,,FL,2736
MORTGAGE,Source Verified,Upper-Mid,3-5,OR,2737
RENT,Not Verified,Upper-Mid,1-2,GA,2738
OWN,Not Verified,Lower-Mid,3-5,DE,2739
OWN,Source Verified,Lower-Mid,6-10,NV,2740
RENT,Source Verified,Lower-Mid,,MN,2741
RENT,Source Verified,High,3-5,TN,2742
OWN,Not Verified,Lower-Mid,6-10,DE,2743
MORTGAGE,Source Verified,Low,1-2,OH,2744
RENT,Source Verified,Low,1-2,MN,2745
RENT,Not Verified,Upper-Mid,6-10,NH,2746
MORTGAGE,Verified,Lower-Mid,3-5,MS,2747
MORTGAGE,Not Verified,Lower-Mid,0 or less,KS,2748
RENT,Verified,Low,0 or less,WI,2749
OWN,Verified,Low,1-2,SD,2750
OWN,Not Verified,Lower-Mid,,VA,2751
RENT,Not Verified,Upper-Mid,,WA,2752
RENT,Source Verified,Lower-Mid,6-10,LA,2753
MORTGAGE,Source Verified,Lower-Mid,3-5,WV,2754
RENT,Not Verified,Lower-Mid,1-2,MT,2755
RENT,Verified,Low,3-5,RI,2756
MORTGAGE,Not Verified,Lower-Mid,6-10,MD,2757
RENT,Source Verified,High,0 or less,NC,2758
OWN,Verified,Upper-Mid,1-2,GA,2759
OWN,Not Verified,Lower-Mid,6-10,SD,2760
RENT,Source Verified,Lower-Mid,3-5,NV,2761
MORTGAGE,Not Verified,High,3-5,MO,2762
OWN,Not Verified,Low,6-10,FL,2763
RENT,Not Verified,High,,CA,2764
MORTGAGE,Source Verified,Lower-Mid,0 or less,WA,2765
MORTGAGE,Not Verified,High,6-10,LA,2766
RENT,Not Verified,Low,,ME,2767
OWN,Source Verified,Lower-Mid,6-10,CO,2768
OWN,Not Verified,Lower-Mid,3-5,GA,2769
MORTGAGE,Source Verified,Low,0 or less,IL,2770
RENT,Not Verified,Lower-Mid,1-2,AL,2771
OWN,Not Verified,Lower-Mid,,IL,2772
RENT,Not Verified,Lower-Mid,3-5,TN,2773
MORTGAGE,Source Verified,Upper-Mid,0 or less,GA,2774
MORTGAGE,Source Verified,Lower-Mid,3-5,AZ,2775
RENT,Source Verified,High,1-2,WA,2776
OWN,Source Verified,Lower-Mid,6-10,OK,2777
OWN,Source Verified,Lower-Mid,,WV,2778
OWN,Not Verified,High,0 or less,IL,2779
MORTGAGE,Not Verified,High,0 or less,CT,2780
MORTGAGE,Source Verified,Upper-Mid,1-2,CT,2781
MORTGAGE,Verified,Lower-Mid,6-10,CO,2782
MORTGAGE,Not Verified,Upper-Mid,6-10,KY,2783
MORTGAGE,Source Verified,High,0 or less,MN,2784
MORTGAGE,Verified,Upper-Mid,3-5,CT,2785
MORTGAGE,Not Verified,High,1-2,TX,2786
OWN,Source Verified,Upper-Mid,3-5,PA,2787
RENT,Verified,Upper-Mid,1-2,PA,2788
MORTGAGE,Source Verified,Lower-Mid,6-10,NM,2789
RENT,Verified,Lower-Mid,6-10,CO,2790
RENT,Source Verified,Upper-Mid,6-10,AZ,2791
MORTGAGE,Source Verified,High,1-2,NV,2792
OWN,Verified,Lower-Mid,6-10,TN,2793
RENT,Not Verified,High,3-5,IL,2794
MORTGAGE,Source Verified,Upper-Mid,0 or less,AZ,2795
OWN,Not Verified,Lower-Mid,6-10,LA,2796
RENT,Source Verified,Upper-Mid,,WI,2797
MORTGAGE,Not Verified,Lower-Mid,6-10,WV,2798
RENT,Source Verified,Upper-Mid,1-2,SC,2799
RENT,Not Verified,Lower-Mid,6-10,NH,2800
OWN,Not Verified,Lower-Mid,6-10,OR,2801
OWN,Source Verified,Upper-Mid,1-2,SD,2802
OWN,Verified,Low,6-10,VT,2803
MORTGAGE,Verified,High,1-2,AL,2804
RENT,Verified,Upper-Mid,3-5,AZ,2805
RENT,Not Verified,Lower-Mid,0 or less,NE,2806
RENT,Not Verified,Low,3-5,WV,2807
RENT,Not Verified,High,6-10,WI,2808
MORTGAGE,Source Verified,High,6-10,NE,2809
RENT,Source Verified,Upper-Mid,3-5,WI,2810
OWN,Not Verified,Lower-Mid,3-5,PA,2811
OWN,Source Verified,Upper-Mid,0 or less,MD,2812
RENT,Verified,Low,0 or less,FL,2813
OWN,Source Verified,Lower-Mid,1-2,ND,2814
RENT,Source Verified,Low,3-5,CO,2815
MORTGAGE,Verified,Upper-Mid,6-10,PA,2816
OWN,Verified,Lower-Mid,3-5,IN,2817
RENT,Source Verified,Upper-Mid,,CA,2818
RENT,Not Verified,Low,6-10,WV,2819
OWN,Source Verified,Upper-Mid,6-10,IN,2820
OWN,Verified,High,6-10,TX,2821
OWN,Source Verified,Lower-Mid,6-10,GA,2822
RENT,Source Verified,High,6-10,UT,2823
RENT,Verified,Low,6-10,TN,2824
OWN,Not Verified,High,3-5,FL,2825
RENT,Not Verified,High,1-2,IL,2826
RENT,Not Verified,Low,3-5,MA,2827
OWN,Source Verified,Upper-Mid,6-10,VA,2828
MORTGAGE,Source Verified,High,6-10,MT,2829
RENT,Not Verified,High,1-2,OR,2830
RENT,Verified,Low,6-10,NE,2831
RENT,Not Verified,Lower-Mid,6-10,NE,2832
RENT,Not Verified,Low,,MD,2833
RENT,Not Verified,High,6-10,NH,2834
OWN,Not Verified,Low,3-5,OK,2835
RENT,Source Verified,High,1-2,OH,2836
MORTGAGE,Not Verified,Upper-Mid,1-2,AZ,2837
MORTGAGE,Verified,Upper-Mid,3-5,NV,2838
MORTGAGE,Not Verified,High,1-2,AL,2839
RENT,Not Verified,High,6-10,HI,2840
OWN,Not Verified,Lower-Mid,0 or less,AR,2841
OWN,Source Verified,High,6-10,MI,2842
RENT,Not Verified,Low,6-10,KS,2843
MORTGAGE,Source Verified,Lower-Mid,6-10,AR,2844
RENT,Not Verified,Low,1-2,UT,2845
OWN,Source Verified,Upper-Mid,,NJ,2846
MORTGAGE,Verified,Low,1-2,WY,2847
MORTGAGE,Not Verified,Low,3-5,MO,2848
OWN,Not Verified,Upper-Mid,1-2,CA,2849
RENT,Verified,Low,3-5,CT,2850
RENT,Not Verified,Lower-Mid,3-5,KY,2851
RENT,Source Verified,Low,3-5,OR,2852
MORTGAGE,Source Verified,High,6-10,AR,2853
MORTGAGE,Not Verified,Low,1-2,TX,2854
RENT,Verified,Low,1-2,CT,2855
MORTGAGE,Not Verified,Low,1-2,IN,2856
OWN,Source Verified,High,3-5,NV,2857
RENT,Not Verified,Lower-Mid,,NY,2858
MORTGAGE,Source Verified,Low,3-5,NY,2859
MORTGAGE,Verified,High,6-10,WI,2860
MORTGAGE,Source Verified,Low,6-10,CT,2861
MORTGAGE,Source Verified,High,1-2,IL,2862
MORTGAGE,Not Verified,High,6-10,SD,2863
RENT,Not Verified,Lower-Mid,3-5,WA,2864
RENT,Source Verified,Low,6-10,UT,2865
RENT,Not Verified,Low,1-2,MD,2866
MORTGAGE,Source Verified,Upper-Mid,6-10,NE,2867
RENT,Not Verified,Lower-Mid,1-2,OR,2868
MORTGAGE,Not Verified,Low,3-5,TN,2869
RENT,Verified,Lower-Mid,3-5,OH,2870
MORTGAGE,Verified,Lower-Mid,,WV,2871
RENT,Verified,High,1-2,NH,2872
MORTGAGE,Not Verified,Upper-Mid,6-10,AR,2873
RENT,Not Verified,High,1-2,SC,2874
OWN,Not Verified,High,0 or less,MO,2875
RENT,Not Verified,Low,0 or less,NC,2876
MORTGAGE,Not Verified,High,1-2,OR,2877
RENT,Verified,Low,3-5,UT,2878
MORTGAGE,Not Verified,Lower-Mid,1-2,VA,2879
RENT,Source Verified,Low,3-5,MS,2880
OWN,Source Verified,Upper-Mid,0 or less,OH,2881
RENT,Source Verified,Lower-Mid,1-2,LA,2882
OWN,Verified,Low,,MI,2883
OWN,Source Verified,Lower-Mid,1-2,AL,2884
OWN,Source Verified,High,,TN,2885
RENT,Verified,Upper-Mid,6-10,OH,2886
OWN,Not Verified,Upper-Mid,6-10,CT,2887
MORTGAGE,Verified,Low,3-5,MO,2888
OWN,Source Verified,High,6-10,OK,2889
OWN,Source Verified,Lower-Mid,,MI,2890
MORTGAGE,Source Verified,Low,0 or less,FL,2891
MORTGAGE,Source Verified,Upper-Mid,6-10,WI,2892
OWN,Not Verified,Upper-Mid,3-5,AL,2893
OWN,Not Verified,Upper-Mid,3-5,MA,2894
MORTGAGE,Source Verified,Low,6-10,RI,2895
MORTGAGE,Not Verified,Lower-Mid,3-5,OR,2896
RENT,Source Verified,Upper-Mid,6-10,NV,2897
RENT,Not Verified,High,3-5,SC,2898
MORTGAGE,Source Verified,High,3-5,WI,2899
OWN,Verified,Lower-Mid,6-10,NV,2900
OWN,Verified,Lower-Mid,3-5,NJ,2901
RENT,Source Verified,High,3-5,WI,2902
MORTGAGE,Not Verified,Lower-Mid,3-5,NV,2903
MORTGAGE,Verified,Lower-Mid,,TX,2904
RENT,Not Verified,Low,3-5,UT,2905
RENT,Source Verified,Low,0 or less,NV,2906
OWN,Not Verified,Low,6-10,KY,2907
MORTGAGE,Verified,High,3-5,AL,2908
MORTGAGE,Not Verified,Upper-Mid,1-2,KS,2909
RENT,Verified,High,6-10,FL,2910
MORTGAGE,Verified,Upper-Mid,3-5,ID,2911
RENT,Not Verified,Upper-Mid,1-2,IN,2912
MORTGAGE,Source Verified,Low,6-10,IL,2913
MORTGAGE,Source Verified,Low,3-5,VT,2914
MORTGAGE,Verified,Low,,DE,2915
OWN,Verified,Low,3-5,WV,2916
MORTGAGE,Verified,Low,6-10,NH,2917
OWN,Verified,Lower-Mid,,MN,2918
MORTGAGE,Source Verified,Upper-Mid,3-5,PA,2919
MORTGAGE,Verified,Lower-Mid,6-10,OH,2920
RENT,Not Verified,Lower-Mid,6-10,OK,2921
OWN,Verified,Upper-Mid,6-10,TN,2922
OWN,Source Verified,Low,0 or less,MO,2923
MORTGAGE,Verified,Lower-Mid,,IL,2924
RENT,Not Verified,Low,0 or less,SC,2925
OWN,Source Verified,Lower-Mid,,RI,2926
OWN,Verified,Upper-Mid,1-2,MD,2927
OWN,Source Verified,Low,1-2,MS,2928
OWN,Not Verified,Low,1-2,MD,2929
RENT,Verified,Upper-Mid,6-10,IL,2930
RENT,Not Verified,High,1-2,OH,2931
OWN,Source Verified,Lower-Mid,,TX,2932
OWN,Not Verified,Upper-Mid,0 or less,NY,2933
OWN,Source Verified,Low,,CO,2934
MORTGAGE,Verified,Low,6-10,IN,2935
RENT,Verified,High,3-5,MI,2936
OWN,Verified,Upper-Mid,6-10,GA,2937
OWN,Not Verified,Lower-Mid,0 or less,TN,2938
MORTGAGE,Not Verified,Low,3-5,WI,2939
RENT,Verified,Lower-Mid,,MA,2940
RENT,Not Verified,Lower-Mid,0 or less,MT,2941
OWN,Source Verified,Low,0 or less,MI,2942
OWN,Verified,Upper-Mid,6-10,MO,2943
MORTGAGE,Source Verified,Low,0 or less,KS,2944
MORTGAGE,Verified,Upper-Mid,0 or less,CA,2945
MORTGAGE,Source Verified,Lower-Mid,0 or less,IL,2946
OWN,Source Verified,High,3-5,MS,2947
RENT,Verified,Low,0 or less,SD,2948
MORTGAGE,Not Verified,Low,1-2,AZ,2949
OWN,Not Verified,Upper-Mid,,MD,2950
OWN,Source Verified,High,3-5,IL,2951
OWN,Source Verified,High,6-10,WI,2952
RENT,Not Verified,High,3-5,OR,2953
MORTGAGE,Not Verified,Lower-Mid,1-2,GA,2954
OWN,Verified,Lower-Mid,0 or less,NY,2955
RENT,Source Verified,Low,6-10,KY,2956
MORTGAGE,Source Verified,Lower-Mid,1-2,IN,2957
OWN,Verified,High,,CO,2958
RENT,Source Verified,Low,6-10,HI,2959
MORTGAGE,Source Verified,High,3-5,DE,2960
OWN,Not Verified,High,6-10,NV,2961
RENT,Verified,Lower-Mid,6-10,MD,2962
MORTGAGE,Not Verified,Upper-Mid,0 or less,OH,2963
MORTGAGE,Source Verified,High,1-2,RI,2964
OWN,Source Verified,Lower-Mid,1-2,AK,2965
OWN,Verified,Low,6-10,CO,2966
MORTGAGE,Source Verified,Upper-Mid,,IL,2967
RENT,Verified,High,1-2,NV,2968
RENT,Source Verified,Upper-Mid,3-5,OR,2969
RENT,Source Verified,Upper-Mid,1-2,RI,2970
MORTGAGE,Verified,Lower-Mid,3-5,OH,2971
MORTGAGE,Source Verified,Lower-Mid,1-2,CO,2972
RENT,Not Verified,Low,,MI,2973
RENT,Not Verified,Upper-Mid,6-10,HI,2974
RENT,Not Verified,,,MA,2975
RENT,Not Verified,Lower-Mid,6-10,MO,2976
OWN,Verified,Low,3-5,IN,2977
MORTGAGE,Source Verified,Lower-Mid,6-10,RI,2978
RENT,Not Verified,Low,1-2,HI,2979
MORTGAGE,Verified,Lower-Mid,0 or less,TX,2980
RENT,Source Verified,Upper-Mid,1-2,PA,2981
MORTGAGE,Not Verified,Lower-Mid,,MI,2982
MORTGAGE,Verified,High,0 or less,CO,2983
OWN,Verified,High,0 or less,CA,2984
OWN,Verified,Low,6-10,IL,2985
MORTGAGE,Source Verified,Low,1-2,NC,2986
MORTGAGE,Verified,Upper-Mid,6-10,UT,2987
MORTGAGE,Not Verified,High,0 or less,MI,2988
MORTGAGE,Not Verified,Lower-Mid,6-10,ID,2989
OWN,Verified,High,6-10,NE,2990
MORTGAGE,Verified,Low,6-10,WI,2991
MORTGAGE,Verified,Lower-Mid,3-5,OR,2992
RENT,Source Verified,High,6-10,NC,2993
RENT,Verified,Low,6-10,NJ,2994
MORTGAGE,Not Verified,Low,6-10,OK,2995
OWN,Not Verified,High,1-2,NC,2996
OWN,Verified,Low,6-10,AZ,2997
RENT,Verified,Low,0 or less,UT,2998
OWN,Verified,Lower-Mid,6-10,WV,2999
MORTGAGE,Verified,Upper-Mid,,VA,3000
MORTGAGE,Verified,Low,3-5,NE,3001
RENT,Verified,Lower-Mid,6-10,MS,3002
RENT,Source Verified,High,3-5,FL,3003
RENT,Source Verified,Lower-Mid,1-2,WA,3004
MORTGAGE,Not Verified,High,1-2,MN,3005
RENT,Verified,Low,3-5,GA,3006
RENT,Verified,Lower-Mid,6-10,VA,3007
RENT,Not Verified,Upper-Mid,1-2,NC,3008
MORTGAGE,Not Verified,,,NY,3009
OWN,Source Verified,Low,6-10,NH,3010
MORTGAGE,Source Verified,High,1-2,UT,3011
RENT,Source Verified,Upper-Mid,1-2,CO,3012
MORTGAGE,Verified,Lower-Mid,1-2,SC,3013
RENT,Source Verified,Upper-Mid,0 or less,MD,3014
RENT,Source Verified,Lower-Mid,1-2,VA,3015
RENT,Not Verified,Lower-Mid,0 or less,WA,3016
MORTGAGE,Verified,Low,6-10,SC,3017
MORTGAGE,Not Verified,Lower-Mid,1-2,UT,3018
OWN,Verified,Upper-Mid,6-10,RI,3019
RENT,Not Verified,High,1-2,AZ,3020
MORTGAGE,Source Verified,Low,6-10,NM,3021
MORTGAGE,Not Verified,Upper-Mid,0 or less,WV,3022
MORTGAGE,Source Verified,Lower-Mid,,FL,3023
RENT,Verified,High,6-10,LA,3024
RENT,Source Verified,High,1-2,SC,3025
MORTGAGE,Not Verified,Upper-Mid,6-10,DE,3026
OWN,Not Verified,Low,0 or less,GA,3027
MORTGAGE,Source Verified,Low,0 or less,NM,3028
RENT,Verified,Lower-Mid,6-10,HI,3029
MORTGAGE,Verified,Lower-Mid,3-5,NH,3030
RENT,Verified,Low,3-5,DE,3031
RENT,Not Verified,Low,1-2,VA,3032
MORTGAGE,Verified,High,,IL,3033
RENT,Verified,Lower-Mid,0 or less,MD,3034
RENT,Source Verified,High,0 or less,CO,3035
RENT,Source Verified,Lower-Mid,6-10,VA,3036
MORTGAGE,Not Verified,Low,,OR,3037
MORTGAGE,Verified,Lower-Mid,,OH,3038
OWN,Not Verified,Low,3-5,TX,3039
MORTGAGE,Source Verified,Low,0 or less,AZ,3040
OWN,Source Verified,Upper-Mid,1-2,KY,3041
RENT,Source Verified,Upper-Mid,3-5,TN,3042
RENT,Source Verified,High,6-10,WI,3043
RENT,Not Verified,High,0 or less,OH,3044
RENT,Source Verified,Lower-Mid,6-10,MT,3045
OWN,Not Verified,Low,3-5,FL,3046
RENT,Verified,Lower-Mid,,KS,3047
RENT,Not Verified,Low,0 or less,KY,3048
MORTGAGE,Not Verified,High,1-2,LA,3049
OWN,Not Verified,Low,6-10,GA,3050
MORTGAGE,Source Verified,Upper-Mid,3-5,NJ,3051
RENT,Source Verified,Low,1-2,RI,3052
RENT,Not Verified,High,6-10,GA,3053
RENT,Source Verified,Low,0 or less,AL,3054
RENT,Source Verified,Upper-Mid,3-5,PA,3055
MORTGAGE,Source Verified,Lower-Mid,3-5,WY,3056
OWN,Verified,Low,3-5,NY,3057
MORTGAGE,Source Verified,Lower-Mid,3-5,NV,3058
RENT,Verified,Low,1-2,NM,3059
MORTGAGE,Not Verified,Upper-Mid,3-5,AR,3060
OWN,Verified,Low,,GA,3061
OWN,Not Verified,Low,3-5,NJ,3062
MORTGAGE,Source Verified,Low,1-2,IL,3063
RENT,Source Verified,Lower-Mid,0 or less,OR,3064
MORTGAGE,Verified,Upper-Mid,6-10,KS,3065
OWN,Verified,Low,0 or less,OK,3066
MORTGAGE,Not Verified,Lower-Mid,3-5,AZ,3067
MORTGAGE,Source Verified,Lower-Mid,3-5,VT,3068
OWN,Verified,Low,,MN,3069
MORTGAGE,Source Verified,High,,MT,3070
MORTGAGE,Source Verified,Upper-Mid,0 or less,AR,3071
MORTGAGE,Verified,High,,NV,3072
RENT,Source Verified,Upper-Mid,0 or less,MA,3073
RENT,Source Verified,Low,3-5,RI,3074
RENT,Verified,Upper-Mid,6-10,CO,3075
RENT,Source Verified,Low,0 or less,MN,3076
MORTGAGE,Verified,Low,3-5,NY,3077
RENT,Verified,Low,,MI,3078
RENT,Verified,Low,1-2,NC,3079
OWN,Not Verified,Upper-Mid,6-10,CO,3080
OWN,Source Verified,Lower-Mid,1-2,GA,3081
MORTGAGE,Not Verified,Upper-Mid,6-10,WY,3082
MORTGAGE,Source Verified,Low,,CA,3083
RENT,Source Verified,Upper-Mid,1-2,AZ,3084
MORTGAGE,Verified,Lower-Mid,3-5,MO,3085
MORTGAGE,Verified,Upper-Mid,,OK,3086
OWN,Not Verified,Lower-Mid,3-5,MD,3087
MORTGAGE,Verified,High,3-5,SC,3088
RENT,Source Verified,Low,6-10,GA,3089
MORTGAGE,Not Verified,High,0 or less,OR,3090
MORTGAGE,Not Verified,Upper-Mid,6-10,ME,3091
MORTGAGE,Source Verified,Lower-Mid,,AK,3092
MORTGAGE,Source Verified,Low,3-5,TN,3093
RENT,Verified,Low,3-5,LA,3094
OWN,Source Verified,Low,0 or less,AL,3095
MORTGAGE,Not Verified,Upper-Mid,6-10,LA,3096
RENT,Not Verified,High,6-10,TN,3097
MORTGAGE,Not Verified,Lower-Mid,,NY,3098
MORTGAGE,Source Verified,Lower-Mid,3-5,CT,3099
RENT,Not Verified,Upper-Mid,0 or less,GA,3100
MORTGAGE,Verified,High,6-10,MS,3101
RENT,Not Verified,Low,6-10,WI,3102
OWN,Source Verified,Upper-Mid,6-10,MD,3103
OWN,Not Verified,Lower-Mid,6-10,MD,3104
MORTGAGE,Verified,Lower-Mid,6-10,UT,3105
RENT,Source Verified,Lower-Mid,6-10,NC,3106
RENT,Not Verified,Upper-Mid,3-5,CO,3107
MORTGAGE,Not Verified,Lower-Mid,1-2,KS,3108
OWN,Not Verified,Low,1-2,MT,3109
OWN,Source Verified,Lower-Mid,6-10,AK,3110
RENT,Verified,Lower-Mid,0 or less,NJ,3111
MORTGAGE,Source Verified,Upper-Mid,3-5,KS,3112
RENT,Verified,Lower-Mid,3-5,MO,3113
MORTGAGE,Source Verified,High,3-5,NM,3114
MORTGAGE,Not Verified,Lower-Mid,,IN,3115
MORTGAGE,Not Verified,Low,3-5,MD,3116
RENT,Verified,Low,1-2,GA,3117
RENT,Not Verified,Lower-Mid,0 or less,OR,3118
OWN,Not Verified,High,,PA,3119
OWN,Verified,Low,1-2,NY,3120
RENT,Source Verified,Lower-Mid,3-5,DC,3121
MORTGAGE,Not Verified,Low,3-5,OR,3122
MORTGAGE,Source Verified,High,0 or less,VA,3123
RENT,Not Verified,Lower-Mid,1-2,MO,3124
OWN,Source Verified,Upper-Mid,6-10,AL,3125
RENT,Source Verified,Lower-Mid,3-5,WI,3126
OWN,Source Verified,Low,6-10,WA,3127
MORTGAGE,Source Verified,Upper-Mid,3-5,AK,3128
OWN,Not Verified,Lower-Mid,,NC,3129
MORTGAGE,Verified,Upper-Mid,6-10,NY,3130
RENT,Not Verified,Lower-Mid,1-2,PA,3131
MORTGAGE,Not Verified,High,3-5,ME,3132
OWN,Not Verified,High,6-10,IL,3133
RENT,Verified,High,,PA,3134
MORTGAGE,Verified,Upper-Mid,3-5,WA,3135
MORTGAGE,Verified,High,0 or less,GA,3136
MORTGAGE,Not Verified,High,0 or less,MD,3137
OWN,Verified,Lower-Mid,6-10,WA,3138
RENT,Not Verified,High,6-10,IN,3139
OWN,Source Verified,High,3-5,SC,3140
MORTGAGE,Source Verified,High,,IL,3141
OWN,Source Verified,Lower-Mid,1-2,NE,3142
OWN,Source Verified,Lower-Mid,3-5,WV,3143
OWN,Verified,Low,3-5,MN,3144
OWN,Not Verified,Lower-Mid,6-10,MA,3145
RENT,Not Verified,Lower-Mid,3-5,NV,3146
MORTGAGE,Source Verified,Low,,MS,3147
RENT,Verified,Low,6-10,GA,3148
MORTGAGE,Not Verified,Low,6-10,NM,3149
OWN,Source Verified,Low,3-5,MI,3150
OWN,Not Verified,High,6-10,PA,3151
OWN,Not Verified,Upper-Mid,6-10,TN,3152
RENT,Not Verified,Lower-Mid,1-2,DE,3153
OWN,Not Verified,Low,0 or less,IL,3154
RENT,Verified,Lower-Mid,3-5,MA,3155
MORTGAGE,Source Verified,Upper-Mid,6-10,RI,3156
MORTGAGE,Not Verified,Lower-Mid,1-2,OH,3157
RENT,Verified,Low,3-5,MT,3158
OWN,Source Verified,Upper-Mid,6-10,OR,3159
RENT,Not Verified,Lower-Mid,0 or less,NC,3160
MORTGAGE,Source Verified,Upper-Mid,3-5,OK,3161
RENT,Not Verified,Lower-Mid,0 or less,NV,3162
OWN,Not Verified,Lower-Mid,1-2,OH,3163
OWN,Source Verified,Low,6-10,NJ,3164
MORTGAGE,Verified,High,6-10,DC,3165
RENT,Not Verified,Lower-Mid,3-5,AZ,3166
OWN,Not Verified,Low,0 or less,MO,3167
MORTGAGE,Not Verified,Lower-Mid,6-10,NE,3168
RENT,Not Verified,Low,6-10,AK,3169
MORTGAGE,Verified,Low,3-5,MA,3170
RENT,Not Verified,Low,6-10,CO,3171
RENT,Verified,Lower-Mid,6-10,NE,3172
OWN,Verified,Low,,WV,3173
RENT,Verified,High,1-2,PA,3174
MORTGAGE,Verified,Lower-Mid,1-2,IL,3175
RENT,Verified,Upper-Mid,,GA,3176
OWN,Verified,Low,1-2,TN,3177
RENT,Not Verified,Lower-Mid,3-5,FL,3178
MORTGAGE,Not Verified,High,3-5,NV,3179
MORTGAGE,Not Verified,Upper-Mid,1-2,UT,3180
OWN,Source Verified,Low,1-2,AZ,3181
MORTGAGE,Not Verified,Upper-Mid,0 or less,VA,3182
OWN,Source Verified,Lower-Mid,6-10,AL,3183
OWN,Not Verified,Lower-Mid,3-5,CA,3184
OWN,Verified,Upper-Mid,3-5,VA,3185
MORTGAGE,Verified,Lower-Mid,6-10,SC,3186
MORTGAGE,Not Verified,Upper-Mid,0 or less,WA,3187
MORTGAGE,Not Verified,High,1-2,TN,3188
MORTGAGE,Not Verified,Upper-Mid,,NJ,3189
RENT,Verified,Low,3-5,NJ,3190
RENT,Verified,Upper-Mid,6-10,RI,3191
RENT,Source Verified,High,6-10,RI,3192
RENT,Verified,Low,1-2,MN,3193
OWN,Not Verified,Low,,SC,3194
RENT,Not Verified,Lower-Mid,1-2,OH,3195
RENT,Not Verified,Low,0 or less,OR,3196
MORTGAGE,Not Verified,High,,IL,3197
MORTGAGE,Verified,Upper-Mid,3-5,VT,3198
OWN,Source Verified,Upper-Mid,0 or less,GA,3199
MORTGAGE,Not Verified,Upper-Mid,0 or less,TX,3200
RENT,Not Verified,Upper-Mid,1-2,CO,3201
MORTGAGE,Not Verified,High,3-5,KY,3202
OWN,Not Verified,Lower-Mid,1-2,KY,3203
MORTGAGE,Not Verified,Upper-Mid,1-2,OK,3204
RENT,Source Verified,Low,0 or less,OH,3205
OWN,Source Verified,Lower-Mid,3-5,MD,3206
OWN,Source Verified,Low,6-10,AL,3207
RENT,Source Verified,Upper-Mid,3-5,HI,3208
OWN,Source Verified,Lower-Mid,1-2,TX,3209
MORTGAGE,Verified,Lower-Mid,,VA,3210
MORTGAGE,Not Verified,Lower-Mid,6-10,LA,3211
OWN,Source Verified,Upper-Mid,,NV,3212
RENT,Not Verified,Low,,SC,3213
OWN,Source Verified,Low,0 or less,IN,3214
MORTGAGE,Source Verified,Low,1-2,VT,3215
RENT,Verified,Low,,VT,3216
MORTGAGE,Verified,Upper-Mid,6-10,NH,3217
RENT,Verified,Upper-Mid,0 or less,FL,3218
RENT,Source Verified,Lower-Mid,0 or less,ND,3219
MORTGAGE,Not Verified,High,6-10,AR,3220
MORTGAGE,Source Verified,Upper-Mid,0 or less,WV,3221
RENT,Verified,High,0 or less,CO,3222
RENT,Source Verified,Lower-Mid,,NC,3223
MORTGAGE,Verified,High,1-2,IL,3224
MORTGAGE,Source Verified,Upper-Mid,,NE,3225
RENT,Source Verified,High,6-10,DC,3226
MORTGAGE,Not Verified,Low,6-10,WV,3227
OWN,Not Verified,Low,,CO,3228
RENT,Source Verified,Upper-Mid,1-2,MS,3229
